brewery,link,type,address
Smithers Brewing Co.,/brewers/smithers-brewing-co/36628/,Microbrewery,"3832 3 Ave, Smithers, British Columbia, V0J 2N0, Canada"
Smokehouse Nano Brewery,/brewers/smokehouse-nano-brewery/42143/,Microbrewery,"170 Cottage St, Berwick, Nova Scotia, B0P 1E0, Canada"
Smugglers' Trail Caskworks,/brewers/smugglers39-trail-caskworks/33531/,Microbrewery,"9339 200a St, Unit 140, Langley Twp, British Columbia, V1M 0B3, Canada"
Snake Lake Brewing Company,/brewers/snake-lake-brewing-company/34975/,Microbrewery,"26 Industrial Dr, Sylvan Lake, Alberta, T4S 1P4, Canada"
SNO - Microbrasserie Nordik,/brewers/sno-microbrasserie-nordik/39008/,Brewpub/Brewery,"250 boulevard Wilfrid-Hamel, Québec, Quebec, G1L 5A7, Canada"
Sober Carpenter,/brewers/sober-carpenter/40804/,Client Brewer,"Quebec, Canada"
Sober Island Brewing Company,/brewers/sober-island-brewing-company/32213/,Microbrewery,"22478 Highway # 7, Sheet Harbour, Nova Scotia, B0J3J0, Canada"
Solutions Brewing,/brewers/solutions-brewing/51222/,Commercial Brewery,"Airdrie, Alberta, Canada"
Something In The Water Brewing Co.,/brewers/something-in-the-water-brewing-co/42990/,Microbrewery,"151 E Liberty St, Toronto, Ontario, M6K 3K4, Canada"
Sonnen Hill Brewing,/brewers/sonnen-hill-brewing/37834/,Microbrewery,"Heart Lake Road, Caledon, Ontario, L7K 2A9, Canada"
Sons of Kent Brewing Company,/brewers/sons-of-kent-brewing-company/31346/,Microbrewery,"27 Adelaide St S,, Chatham, Ontario, N7M 4P8, Canada"
Sooke Brewing Company,/brewers/sooke-brewing-company/34252/,Microbrewery,"2057 Otter Point Rd, Sooke, British Columbia, V9Z 1H7, Canada"
Sooke Oceanside Brewery,/brewers/sooke-oceanside-brewery/29216/,Microbrewery,"#1 - 5529 Sooke Road, Sooke, British Columbia, V9Z 0C7, Canada"
Sookram's Brewing Company,/brewers/sookram39s-brewing-company/39148/,Microbrewery,"479-B Warsaw Ave, Winnipeg, Manitoba, R3L 0R2, Canada"
South Block Brewing Company,/brewers/south-block-brewing-company/46743/,Brewpub,"2437 4 Street SW, Calgary, Alberta, T2S 1X5, Canada"
South River Brewing Co.,/brewers/south-river-brewing-co/10734/,Microbrewery,"19 Howard Street, South River, Ontario, Canada"
Spark Beer,/brewers/spark-beer/42267/,Brewpub/Brewery,"702 Somerset St W,, Ottawa, Ontario, K1R 6P6, Canada"
Sparrow Brewing & Roasting,/brewers/sparrow-brewing-roasting/43735/,Microbrewery,"4-54 Guelph Ave, Cambridge, Ontario, N3C 1A3, Canada"
Sparrowhawk Brewing Company,/brewers/sparrowhawk-brewing-company/49178/,Microbrewery,"3527 49 Street, Calgary, Alberta, T3E 6N8, Canada"
Spearhead Brewing Company,/brewers/spearhead-brewing-company/12691/,Microbrewery,"675 Development Dr, Kingston, Ontario, K7M 4W6, Canada"
Spectrum Ale Works,/brewers/spectrum-ale-works/42330/,Brewpub,"3500 9 Ave N, Lethbridge, Alberta, T1H 5E6, Canada"
Spectrum Brewing Company (MOD Beverage),/brewers/spectrum-brewing-company-mod-beverage/37858/,Commercial Brewery,"British Columbia, Canada"
Sperling Silver Distillery,/brewers/sperling-silver-distillery/14270/,Microbrewery,"2124 Albert Street, Regina, Saskatchewan, S4P 2T9, Canada"
Spindrift Brewing Company,/brewers/spindrift-brewing-company/24803/,Microbrewery,"21 Frazee Avenue, Dartmouth, Nova Scotia, B3B 1Z4, Canada"
Spinnakers Brewpub,/brewers/spinnakers-brewpub/723/,Brewpub,"308 Catherine Street, Victoria, British Columbia, V9A 3S8, Canada"
Split Rail Brewing Company,/brewers/split-rail-brewing-company/19064/,Microbrewery,"31 Water Street, Gore Bay, Ontario, P0P 1S0, Canada"
Split Rock Brewing Co.,/brewers/split-rock-brewing-co/32723/,Microbrewery,"119 Main St, Twillingate, Newfoundland, A0G 4M0, Canada"
Square Brew,/brewers/square-brew/31664/,Microbrewery,"430 Parsons Court, Goderich, Ontario, N7A 4K3, Canada"
Square Timber Brewing Co.,/brewers/square-timber-brewing-co/20469/,Microbrewery,"800 Woito Station Rd, Pembroke, Ontario, K8A 6W5, Canada"
St. Mary Axe (Junction Craft),/brewers/st-mary-axe-junction-craft/30583/,Client Brewer,"Ontario, Canada"
Stack Brewing,/brewers/stack-brewing/16925/,Microbrewery,"947 Falconbridge Rd, Sudbury, Ontario, P3A 5K8, Canada"
Stalwart Brewing Co.,/brewers/stalwart-brewing-co/25368/,Microbrewery,"10 High St, Carleton Place, Ontario, K7C 4S2, Canada"
Stanley Park Brewing (AB InBev),/brewers/stanley-park-brewing-ab-inbev/10111/,Microbrewery,"8901 Stanley Park Dr, Vancouver, British Columbia, V6G 3E2, Canada"
Steadfast Brewing,/brewers/steadfast-brewing/50011/,Microbrewery,"301 Lansdowne Ave., Toronto, Ontario, M6K 2W5, Canada"
Steam Whistle Brewing,/brewers/steam-whistle-brewing/1095/,Microbrewery,"The Roundhouse, 255 Bremner Blvd, Toronto, Ontario, M5V 3M9, Canada"
Steamworks Brewing Co. (Canada),/brewers/steamworks-brewing-co-canada/725/,Brewpub/Brewery,"375 Water Street, Vancouver, British Columbia, V6B 1B8, Canada"
Steel & Oak Brewing Co.,/brewers/steel-oak-brewing-co/19971/,Microbrewery,"1319 3rd Ave, New Westminster, British Columbia, V3M 1R2, Canada"
Steel Wheel Brewery,/brewers/steel-wheel-brewery/37004/,Microbrewery,"105 Powerline Road, Brant, Ontario, N3T5L8, Canada"
St-HuBière,/brewers/st-hubiere/48707/,Microbrewery,"138 Chem. Taché O, Saint-Hubert-de-Rivière-du-Loup, Quebec, G0L 3L0, Canada"
Still Fields Brewery,/brewers/still-fields-brewery/47525/,Microbrewery,"317 714 3rd Line, Meaford, Ontario, N4L 1W7, Canada"
Stillwell Brewing Company,/brewers/stillwell-brewing-company/34285/,Microbrewery,"2015 Gottingen St, 'round back, Halifax, Nova Scotia, B3K 3B1, Canada"
Stockyards Beverage Company,/brewers/stockyards-beverage-company/37253/,Microbrewery,"137 Glasgow St. Suite 385, Kitchener, Ontario, N2G 4X8, Canada"
Stone Angel Brewing Co.,/brewers/stone-angel-brewing-co/31104/,Microbrewery,"1875 Pembina Hwy, Winnipeg, Manitoba, R3T 2G7, Canada"
Stone City Brew Co.,/brewers/stone-city-brew-co/20033/,Microbrewery,"275 Princess Street, Kingston, Ontario, K7L 1B5, Canada"
Stone House Brewing Co.,/brewers/stone-house-brewing-co/34210/,Microbrewery,"76050 Parr Line, Varna, Ontario, N0M 2R0, Canada"
Stonehooker Brewing Company,/brewers/stonehooker-brewing-company/37046/,Microbrewery,"866 Lakeshore Rd. E, Mississauga, Ontario, L5E 1E1, Canada"
Stonepicker Brewing Company,/brewers/stonepicker-brewing-company/36976/,Microbrewery,"7143 Forest Road, Plympton-Wyoming, Ontario, N0N 1J4, Canada"
Stonyslope Brewing Company,/brewers/stonyslope-brewing-company/52809/,Microbrewery,"9620 Elbow Dr SW #20, Calgary, Alberta, T2V 1M2, Canada"
"Storm Brewing (NL, Canada)",/brewers/storm-brewing-nl-canada/1196/,Microbrewery,"P.O. Box 8372, Mount Pearl, Newfoundland, Canada"
"Storm Brewing Ltd. (BC, Canada)",/brewers/storm-brewing-ltd-bc-canada/1998/,Microbrewery,"310 Commercial Dr., Vancouver, British Columbia, V5L 3V6, Canada"
Storm Stayed Brewing Co.,/brewers/storm-stayed-brewing-co/34071/,Microbrewery,"169 Wharncliffe Rd S, London, Ontario, N6J 2K7, Canada"
Strange Brew Studio,/brewers/strange-brew-studio/28578/,Microbrewery,"371 Chase Road, Hillier, Ontario, K0K 2J0, Canada"
Strange Fellows Brewing,/brewers/strange-fellows-brewing/21620/,Microbrewery,"1345 Clark Ave., Vancouver, British Columbia, V5L 3K9, Canada"
Stratford Brewing Company,/brewers/stratford-brewing-company/5110/,Microbrewery,"114 Erie St, Stratford, Ontario, N5A 2M4, Canada"
Strathcona Beer Company,/brewers/strathcona-beer-company/27909/,Microbrewery,"895 E. Hastings St, Vancouver, British Columbia, V6A 3Y1, Canada"
Stray Dog Brewing Company,/brewers/stray-dog-brewing-company/29434/,Microbrewery,"501 Lacolle Way, Ottawa, Ontario, K4A 5B6, Canada"
Streetcar Brewing,/brewers/streetcar-brewing/40550/,Microbrewery,"123A East 1st Street, North Vancouver, British Columbia, V7L 1B2, Canada"
Stronghold Brewing Co.,/brewers/stronghold-brewing-co/39548/,Brewpub,"230 24th St., Fort Macleod, Alberta, T0L 0Z0, Canada"
Studio Brewing,/brewers/studio-brewing/44340/,Microbrewery,"5792 Beresford St, Burnaby, British Columbia, V5J 1J1, Canada"
Sturgeon Brewing Company,/brewers/sturgeon-brewing-company/42991/,Brewpub/Brewery,"9918, 100 St. #101a, Morinville, Alberta, T8R 1K8, Canada"
Superflux Beer Company,/brewers/superflux-beer-company/23771/,Microbrewery,"505 Clarke Dr, Vancouver, British Columbia, V5L 3H6, Canada"
Sussex Ale Works,/brewers/sussex-ale-works/38073/,Brewpub/Brewery,"597B Main Street, Sussex, New Brunswick, E4E 7H5, Canada"
Sutton Brouërie,/brewers/sutton-brouerie/24791/,Brewpub/Brewery,"27, Rue Principale Sud, Sutton, Quebec, J0E 2K0, Canada"
Swans Brewery,/brewers/swans-brewery/713/,Brewpub,"506 Pandora Street, Victoria, British Columbia, V8W 1N6, Canada"
Sweetgrass Brewing Co.,/brewers/sweetgrass-brewing-co/19049/,Client Brewer,"Toronto, Ontario, Canada"
SYC Brewing Co.,/brewers/syc-brewing-co/40072/,Microbrewery,"11239 180 St NW, Edmonton, Alberta, T5S 0B4, Canada"
Tailgunner Brewing Company,/brewers/tailgunner-brewing-company/44052/,Commercial Brewery,"1602 10 Ave. SW, Calgary, Alberta, T3C 0J5, Canada"
Tailout Brewing,/brewers/tailout-brewing/41772/,Brewpub/Brewery,"1810 8th Avenue, Castlegar, British Columbia, V1N 2Y2, Canada"
Talking Dog Brewing,/brewers/talking-dog-brewing/44691/,Brewpub/Brewery,"216-10 Westwind Dr, Spruce Grove, Alberta, T7X 0Y5, Canada"
Tangram (Collectif Brassicole Ensemble),/brewers/tangram-collectif-brassicole-ensemble/45424/,Commercial Brewery,"1500 Rue Nobel, Boucherville, Quebec, J4B 5H3, Canada"
Tanner & Co. Brewing,/brewers/tanner-co-brewing/31808/,Microbrewery,"50 Angus Hiltz Rd Post Office Box 325, Chester Basin, Nova Scotia, B0J 1K0, Canada"
Taps Brewhouse,/brewers/taps-brewhouse/5685/,Microbrewery,"4680 Queen Street, Niagara Falls, Ontario, L2E 2L8, Canada"
Tapworks Brewing Company,/brewers/tapworks-brewing-company/29952/,Brewpub/Brewery,"537 Cruice Ln, Gibsons, British Columbia, V0N 1V9, Canada"
Tatamagouche Brewing Company,/brewers/tatamagouche-brewing-company/19983/,Microbrewery,"235 Main Street, Tatamagouche, Nova Scotia, B0K 1V0, Canada"
Temporal Artisan Ales,/brewers/temporal-artisan-ales/35688/,Microbrewery,"Vancouver, British Columbia, Canada"
TemporAle - Cervoise Alésia,/brewers/temporale-cervoise-alesia/15710/,Client Brewer,"Quebec, Canada"
Terre à Boire - Ferme Brassicole & Distillerie,/brewers/terre-a-boire-ferme-brassicole-distillerie/43738/,Microbrewery,"1375 Rue Principale, Saint-Blaise-sur-Richelieu, Quebec, J0J 1W0, Canada"
Test Batches Brewery,/brewers/test-batches-brewery/52440/,Microbrewery,"476 Hugel Ave, Midland, Ontario, L4R 1V6, Canada"
Tête d'Allumette - Microbrasserie,/brewers/tete-d39allumette-microbrasserie/17594/,Brewpub/Brewery,"265, Route 132 Ouest, Saint-André-de-Kamouraska, Quebec, G0L 2H0, Canada"
The 101 Brewhouse + Distillery,/brewers/the-101-brewhouse-distillery/32671/,Brewpub,"1009 Gibsons Way, Gibsons, British Columbia, Canada"
The Balzac Craft Brewing Co.,/brewers/the-balzac-craft-brewing-co/43136/,Brewpub/Brewery,"306-401 Coopers Blvd SW, Airdrie, Alberta, T4B 4J3, Canada"
The Beer Farmers,/brewers/the-beer-farmers/36071/,Brewpub/Brewery,"8324 Meadows Rd, Pemberton, British Columbia, Canada"
The Beerded Dog,/brewers/the-beerded-dog/49882/,Brewpub,"21 King St E, Harrow, Ontario, N0R 1G0, Canada"
The Blue Elephant Artisan Brewery (Canada),/brewers/the-blue-elephant-artisan-brewery-canada/16220/,Brewpub,"96 Norfolk Street South, Simcoe, Ontario, N3Y 2W2, Canada"
The Cap,/brewers/the-cap/42808/,Brewpub,"362 Rue Queen, Fredericton, New Brunswick, E3B 1B2, Canada"
The Church Brewing Co.,/brewers/the-church-brewing-co/40709/,Brewpub/Brewery,"329 Main Street, Wolfville, Nova Scotia, B4P1C4, Canada"
The Collingwood Brewery (Canada),/brewers/the-collingwood-brewery-canada/19984/,Microbrewery,"10 Sandford Fleming Drive, Collingwood, Ontario, L9Y 4V1, Canada"
The Dandy Brewing Company,/brewers/the-dandy-brewing-company/20944/,Microbrewery,"2003 11 St SE, Calgary, Alberta, T2G 3G6, Canada"
The Establishment Brewing Company,/brewers/the-establishment-brewing-company/41724/,Microbrewery,"4407 1 Street Southeast, Calgary, Alberta, T2G 2L2, Canada"
The Exchange Brewery,/brewers/the-exchange-brewery/24537/,Microbrewery,"7 Queen Street, Niagara-on-the-Lake, Ontario, L0S 1J0, Canada"
The George,/brewers/the-george/46509/,Brewpub/Brewery,"236 Main Street South, Newmarket,, Ontario, L3Y 3Z5, Canada"
The Granite Brewery & Tied House,/brewers/the-granite-brewery-tied-house/273/,Brewpub/Brewery,"245 Eglinton Ave. E, Toronto, Ontario, M4P 3B7, Canada"
The Grist,/brewers/the-grist/46820/,Brewpub,"78 Four Mile Creek Road, St. David’s, Ontario, L0S1P0, Canada"
The Grizzly Paw Brewing Company,/brewers/the-grizzly-paw-brewing-company/3947/,Brewpub/Brewery,"310 Old Canmore Road, Canmore, Alberta, T1W 0J7, Canada"
The Growlery Beer Company,/brewers/the-growlery-beer-company/43170/,Brewpub/Brewery,"40 Airport Rd NW, Edmonton, Alberta, T5G 0W7, Canada"
The Hamilton Brewery [THB],/brewers/the-hamilton-brewery-thb/21967/,Client Brewer,"Ontario, Canada"
The Harbour Brewing Company,/brewers/the-harbour-brewing-company/42139/,Microbrewery,"7955 Hwy 7, Musquodoboit Harbour, Nova Scotia, B0J 2L0, Canada"
The Hatching Post,/brewers/the-hatching-post/45973/,Brewpub/Brewery,"2850 Boucherie Rd, West Kelowna, British Columbia, V1Z 2G5, Canada"
The Merchant Ale House,/brewers/the-merchant-ale-house/2840/,Brewpub,"98 St.Paul Street, Saint Catharines, Ontario, L2R 3M2, Canada"
The Napanee Beer Company,/brewers/the-napanee-beer-company/27955/,Microbrewery,"450 Milligan Lane, Napanee, Ontario, K7R 3Z3, Canada"
The Noble Pig Brewhouse,/brewers/the-noble-pig-brewhouse/12730/,Brewpub,"650 Victoria Street, Kamloops, British Columbia, V2C 2B4, Canada"
The Office Brewery,/brewers/the-office-brewery/46906/,Brewpub,"890 Clement Ave, Kelowna, British Columbia, V1Y 7E4, Canada"
The Parkside Brewery (Canada),/brewers/the-parkside-brewery-canada/27360/,Microbrewery,"2731 Murray St, Port Moody, British Columbia, V3H 3R5, Canada"
The Pass Beer Company,/brewers/the-pass-beer-company/42949/,Brewpub/Brewery,"10801 20 Avenue Blairmore, Crowsnest Pass, Alberta, T0K 0E0, Canada"
The Public Brewhouse and Gallery,/brewers/the-public-brewhouse-and-gallery/47824/,Microbrewery,"301 Main Street, Steinbach, Manitoba, Canada"
The Second Wedge Brewing Company,/brewers/the-second-wedge-brewing-company/25621/,Microbrewery,"14 Victoria Street, Uxbridge, Ontario, L9P 1B1, Canada"
The Tin Whistle Brewing Company,/brewers/the-tin-whistle-brewing-company/3591/,Microbrewery,"118-1475 Fairview Road, Penticton, British Columbia, V2A 7W5, Canada"
The Wild Shack Brewery,/brewers/the-wild-shack-brewery/33966/,Client Brewer,"Quebec, Canada"
Theoretically Brewing Company,/brewers/theoretically-brewing-company/25468/,Microbrewery,"1263-B 2nd Ave South, Lethbridge, Alberta, T1J 0E7, Canada"
Think Brewing Company,/brewers/think-brewing-company/30079/,Microbrewery,"Tweedside, Harvey, New Brunswick, E6K3W7, Canada"
Third Moon Brewing Co.,/brewers/third-moon-brewing-co/43149/,Microbrewery,"296 Alliance Road, Unit 3, Milton, Ontario, L9T4W8, Canada"
Thornbury Village Craft Cider & Beer,/brewers/thornbury-village-craft-cider-beer/9846/,Microbrewery,"5645 King Road, Nobleton, Ontario, L0G 1N0, Canada"
Three Bears Brewery,/brewers/three-bears-brewery/47773/,Brewpub,"205 Bear St, Banff, Alberta, T1L1B1, Canada"
Three Kingdoms Beer Co.,/brewers/three-kingdoms-beer-co/40045/,Client Brewer,"Vancouver, British Columbia, Canada"
Three Ranges Brewing Co.,/brewers/three-ranges-brewing-co/18359/,Microbrewery,"1160 Fifth Avenue, Valemount, British Columbia, V0E 2Z0, Canada"
Three Sheets Brewing,/brewers/three-sheets-brewing/42094/,Client Brewer,"705 Goderich Street, Port Elgin, Ontario, N0H 2C0, Canada"
Tide & Boar Brewing,/brewers/tide-boar-brewing/32443/,Brewpub,"1355 West Main St, Moncton, New Brunswick, E1E 1E8, Canada"
Timber Ship Brewing,/brewers/timber-ship-brewing/42134/,Microbrewery,"Miramichi, New Brunswick, Canada"
Tinhouse Brewing,/brewers/tinhouse-brewing/41331/,Microbrewery,"550 Sherling Pl #2140, Port Coquitlam, British Columbia, V3B 0J6, Canada"
Tire Shack Brewing Co.,/brewers/tire-shack-brewing-co/41770/,Brewpub/Brewery,"190 John Street, Moncton, New Brunswick, E1C 2H9, Canada"
Tobermory Brewing Co. & Grill,/brewers/tobermory-brewing-co-grill/26882/,Brewpub,"28 Bay St, Tobermory, ON N0H 2R0, Tobermory, Ontario, N0H 2R0, Canada"
Toboggan Brewing Co.,/brewers/toboggan-brewing-co/23941/,Brewpub/Brewery,"585 Richmond St, London, Ontario, N6A 3G2, Canada"
Tofino Brewing Company,/brewers/tofino-brewing-company/12809/,Microbrewery,"681 Industrial Way, Tofino, British Columbia, V0R 2Z0, Canada"
Together We're Bitter Cooperative Brewing [TWB],/brewers/together-we39re-bitter-cooperative-brewing-twb/26152/,Microbrewery,"300 Mill St #1, Kitchener, Ontario, N2M 3R8, Canada"
Toltèk - Brasseur Artisan,/brewers/toltek-brasseur-artisan/43595/,Brewpub,"556 Blv. de Mortagne, Boucherville, Quebec, J4B 5E4, Canada"
Tomorrow Brew Co. (United Craft),/brewers/tomorrow-brew-co-united-craft/20980/,Client Brewer,"Toronto, Ontario, Canada"
Tool Shed Brewing Company,/brewers/tool-shed-brewing-company/17423/,Microbrewery,"801 30 Street NE, Calgary, Alberta, T2A 5L7, Canada"
Tooth And Nail Brewing Company,/brewers/tooth-and-nail-brewing-company/24453/,Microbrewery,"3 Irving Street, Ottawa, Ontario, Canada"
Topside Brewing Co.,/brewers/topside-brewing-co/44094/,Microbrewery,"Bedford, Nova Scotia, Canada"
Torched Brewing,/brewers/torched-brewing/45429/,Microbrewery,"36 Ontario Street North, Grand Bend, Ontario, N0M 1T0, Canada"
Torchlight Brewing Co.,/brewers/torchlight-brewing-co/21197/,Microbrewery,"511 Front Street, Nelson, British Columbia, V1L 4B4, Canada"
Torque Brewing,/brewers/torque-brewing/26012/,Microbrewery,"330-800 King Edward Street, Winnipeg, Manitoba, R3H 0P5, Canada"
Town Brewery,/brewers/town-brewery/31488/,Microbrewery,"1632 Charles St, Whitby, Ontario, L1J2T2, Canada"
Town Square Brewing Co.,/brewers/town-square-brewing-co/33684/,Brewpub/Brewery,"2919 Elwood Drive, Edmonton, Alberta, T6X 0B1, Canada"
Township 24 Brewery,/brewers/township-24-brewery/39228/,Microbrewery,"210, 100 Rainbow Road, Chestermere, Alberta, T1X 0V2, Canada"
Townsite Brewing,/brewers/townsite-brewing/14227/,Microbrewery,"5824 Ash Avenue, Powell River, British Columbia, V8A 4R4, Canada"
Tracks Brew Pub (Canada),/brewers/tracks-brew-pub-canada/893/,Brewpub,"60 Queen Street East, Brampton, Ontario, L6V1A9, Canada"
Trading Post Brewing,/brewers/trading-post-brewing/26032/,Microbrewery,"#107-20120 64th Ave, Langley City, British Columbia, V2Y 1K7, Canada"
Trafalgar Ales and Meads (All or Nothing Brewhouse),/brewers/trafalgar-ales-and-meads-all-or-nothing-brewhouse/1976/,Microbrewery,"1156 Speers Road, Oakville, Ontario, L6L 6M5, Canada"
Trail Beer Refinery,/brewers/trail-beer-refinery/30772/,Microbrewery,"1299 Bay Avenue, Trail, British Columbia, Canada"
Trailway Brewing Company,/brewers/trailway-brewing-company/21661/,Microbrewery,"280 Main St, Fredericton, New Brunswick, E3A 1C9, Canada"
Trans Canada Brewing Co.,/brewers/trans-canada-brewing-co/33247/,Microbrewery,"1-1290 Kenaston Blvd, Winnipeg, Manitoba, R3P 1J9, Canada"
Travois Ale Works,/brewers/travois-ale-works/41245/,Microbrewery,"612 3rd street SE, Medicine Hat, Alberta, T1A 0H5, Canada"
Trécarré Microbrasserie,/brewers/trecarre-microbrasserie/33967/,Brewpub/Brewery,"1431, Rue Principale, Saint-Côme, Quebec, J0K 2B0, Canada"
Tree Brewing Co. (Fireweed Brewing Corp),/brewers/tree-brewing-co-fireweed-brewing-corp/613/,Microbrewery,"310 W. 4th Ave, Vancouver, British Columbia, V5Y1G9, Canada"
Trench Brewing,/brewers/trench-brewing/36629/,Brewpub/Brewery,"399 2nd Ave, Prince George, British Columbia, Canada"
Trestle Brewing Company (Canada),/brewers/trestle-brewing-company-canada/33951/,Microbrewery,"9 Great North Road, Parry Sound, Ontario, Canada"
Trial & Ale Brewing,/brewers/trial-ale-brewing/43665/,Microbrewery,"14630-119 Ave, Edmonton, Alberta, T5L 2P2, Canada"
Trider's Craft Beer,/brewers/trider39s-craft-beer/32276/,Microbrewery,"46 Anson Avenue Unit 3, Amherst, Nova Scotia, B4H 4R2, Canada"
Triple Bogey Brewing Co.,/brewers/triple-bogey-brewing-co/20207/,Client Brewer,"Ontario, Canada"
Trolley 5 Brewpub,/brewers/trolley-5-brewpub/27115/,Brewpub/Brewery,"728 17th Ave SW, Calgary, Alberta, T2S 0B7, Canada"
Troubled Monk,/brewers/troubled-monk/23426/,Microbrewery,"5551 45th St, #1, Red Deer, Alberta, T4N 1L2, Canada"
True History Brewing,/brewers/true-history-brewing/40658/,Microbrewery,"1154 St. Clair Ave W., Toronto, Ontario, M6E 1B3, Canada"
Truro Brewing Company,/brewers/truro-brewing-company/42652/,Brewpub/Brewery,"53 Inglis Place, Truro, Nova Scotia, B2N 4B5, Canada"
Tusket Falls Brewing Company,/brewers/tusket-falls-brewing-company/34224/,Microbrewery,"20 Slocomb Crescent, Tusket, Nova Scotia, B0W 3M0, Canada"
Twa Dogs Brewery,/brewers/twa-dogs-brewery/28360/,Commercial Brewery,"761 Enterprise Cresent, Saanich, British Columbia, V8Z 6P7, Canada"
Twas Now Brewing,/brewers/twas-now-brewing/52055/,Microbrewery,"449 East Ave, Kitchener, Ontario, N2H 1Z7, Canada"
Twin City Brewing,/brewers/twin-city-brewing/30760/,Microbrewery,"4503 Margaret Street, Port Alberni, British Columbia, Canada"
Twin Sails Brewing,/brewers/twin-sails-brewing/24860/,Microbrewery,"2821 Murray Street, Port Moody, British Columbia, V3H 1X3, Canada"
Two Hawks Brewing Co,/brewers/two-hawks-brewing-co/45365/,Microbrewery,"1 Mallard St, Pembroke, Ontario, K8A 8N9, Canada"
Two House Brewing,/brewers/two-house-brewing/40659/,Microbrewery,"1516 10 Ave SW, Calgary, Alberta, T3C 0J5, Canada"
Two Islands Brewing,/brewers/two-islands-brewing/41989/,Brewpub,"169 Main St, Parrsboro, Nova Scotia, B0M 1S0, Canada"
Two Pillars Brewery,/brewers/two-pillars-brewery/44008/,Microbrewery,"910 Centre St. N., Calgary, Alberta, T2E 0V3, Canada"
Two Water Brewing,/brewers/two-water-brewing/46980/,Microbrewery,"446 Lyndoch Street, Corunna, Ontario, N0N 1G0, Canada"
Ublon,/brewers/ublon/48685/,Microbrewery,"196, Chemin du Bas-de-Sainte-Thérèse Suite 200, Blainville, Quebec, J7B 1A7, Canada"
Ucluelet Brewing Co.,/brewers/ucluelet-brewing-co/42565/,Brewpub,"1601 Peninsula Rd, Ucluelet, British Columbia, V0R 3A0, Canada"
Unfiltered Brewing,/brewers/unfiltered-brewing/23894/,Microbrewery,"6041 North Street, Halifax, Nova Scotia, B3K 1P1, Canada"
Unibroue (Sleeman - Sapporo),/brewers/unibroue-sleeman-sapporo/180/,Commercial Brewery,"80, Rue des Carrières, Chambly, Quebec, J3L 2H6, Canada"
Union Artisan Brewing Company,/brewers/union-artisan-brewing-company/5165/,Microbrewery,"900 Central Avenue, Saskatoon, Saskatchewan, S7N 2G8, Canada"
Unleashed Brewing,/brewers/unleashed-brewing/47032/,Brewpub/Brewery,"880 Clement, Kelowna, British Columbia, V1Y 0H8, Canada"
Upper Thames Brewing Co.,/brewers/upper-thames-brewing-co/32604/,Microbrewery,"225 Bysham Park Dr, Woodstock, Ontario, N4T 1P1, Canada"
Upstreet Craft Brewing,/brewers/upstreet-craft-brewing/23689/,Microbrewery,"41 Allen Street, Charlottetown, Prince Edward Island, Canada"
Ursa Minor Brewing (Canada),/brewers/ursa-minor-brewing-canada/43363/,Microbrewery,"452459 Ootsa Lake Rd, East Burns Lake, British Columbia, V0J 1E0, Canada"
Vagabond (Collectif Brassicole Ensemble),/brewers/vagabond-collectif-brassicole-ensemble/27498/,Brewpub/Brewery,"1500, Rue Nobel, Boucherville, Quebec, J4B 5H3, Canada"
Valentino's Restaurant,/brewers/valentino39s-restaurant/34117/,Brewpub,"824 King St W, Hamilton, Ontario, L8S 1K3, Canada"
Valley Brewing - Drumheller,/brewers/valley-brewing-drumheller/43146/,Microbrewery,"242 3 Ave W, Drumheller, Alberta, T0J 0Y4, Canada"
Vancouver Island Brewing,/brewers/vancouver-island-brewing/1091/,Microbrewery,"2330 Government St., Victoria, British Columbia, V8T 5G5, Canada"
Vancouver Urban (form. Settlement Brewing),/brewers/vancouver-urban-form-settlement-brewing/19968/,Microbrewery,"55 Dunlevy Ave., Vancouver, British Columbia, V6A 3A3, Canada"
Vaycay Brew Co.,/brewers/vaycay-brew-co/48490/,Brewpub/Brewery,"2566 Flanders Avenue SW, Calgary, Alberta, T3E 7H9, Canada"
Verso Microbrasserie,/brewers/verso-microbrasserie/50088/,Microbrewery,"1415 QC-277, Lac-Etchemin, Quebec, G0R 1S0, Canada"
Vice & Virtue Brewing Co.,/brewers/vice-virtue-brewing-co/36354/,Microbrewery,"1033 Richter St, Kelowna, British Columbia, Canada"
Vilains Brasseurs,/brewers/vilains-brasseurs/35901/,Microbrewery,"681, Rue Marion, Joliette, Quebec, J6E 8S3, Canada"
Village Brewery (Canada),/brewers/village-brewery-canada/14027/,Microbrewery,"5000 12a Street SE, Calgary, Alberta, T2G 5K9, Canada"
Vimy Brewing Company,/brewers/vimy-brewing-company/30025/,Microbrewery,"1-145 Loretta Avenue North, Ottawa, Ontario, K1Y 2J7, Canada"
Volo Beer,/brewers/volo-beer/47645/,Brewpub,"17 St Nicholas St, Toronto, Ontario, M4Y 3G4, Canada"
Walkerville Brewery / Walkerville City Cidery,/brewers/walkerville-brewery-walkerville-city-cidery/15210/,Microbrewery,"525 Argyle Rd, Windsor, Ontario, N8Y4Z8, Canada"
Wasted Day Brewing,/brewers/wasted-day-brewing/50235/,Microbrewery,"36 Water St,, Saint John, New Brunswick, E2L 2A5, Canada"
